2011 super output area - lower layer,mnemonic,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,,"26 : Manufacture of computer, electronic and optical products"
Tower Hamlets 002D,E01004201,0,,5
Tower Hamlets 003A,E01004228,0,,0
Tower Hamlets 003B,E01004230,0,,0
Tower Hamlets 003C,E01004232,0,,0
Tower Hamlets 003D,E01004233,0,,0
Tower Hamlets 003E,E01004234,0,,0
Tower Hamlets 004A,E01004225,0,,0
Tower Hamlets 004C,E01004229,0,,0
Tower Hamlets 004D,E01004231,0,,0
Tower Hamlets 004E,E01032764,0,,0
Tower Hamlets 004F,E01032765,0,,0
Tower Hamlets 004G,E01032784,0,,0
Tower Hamlets 005A,E01004200,0,,0
Tower Hamlets 005B,E01004202,0,,0
Tower Hamlets 005C,E01004203,0,,0
Tower Hamlets 005D,E01004204,0,,0
Tower Hamlets 006A,E01004311,0,,0
Tower Hamlets 006B,E01004314,0,,0
Tower Hamlets 006C,E01004315,0,,0
Tower Hamlets 006D,E01004318,0,,0
Tower Hamlets 007A,E01004259,0,,0
Tower Hamlets 007B,E01004260,0,,0
Tower Hamlets 007C,E01004263,0,,0
Tower Hamlets 007D,E01004266,0,,0
Tower Hamlets 008A,E01004235,0,,0
Tower Hamlets 008B,E01004236,0,,0
Tower Hamlets 008C,E01004237,0,,0
Tower Hamlets 008D,E01004238,0,,0
Tower Hamlets 008E,E01004239,0,,0
Tower Hamlets 009A,E01004312,0,,0
Tower Hamlets 009B,E01004313,0,,0
Tower Hamlets 009C,E01004316,0,,0
Tower Hamlets 009D,E01004317,0,,0
Tower Hamlets 010A,E01004261,0,,20
Tower Hamlets 010B,E01004262,0,,0
Tower Hamlets 010C,E01004264,0,,0
Tower Hamlets 010E,E01032785,0,,0
Tower Hamlets 010F,E01032786,0,,0
Tower Hamlets 011A,E01004207,0,,0
Tower Hamlets 011B,E01004209,0,,0
Tower Hamlets 011D,E01004212,0,,0
Tower Hamlets 011F,E01032787,0,,0
Tower Hamlets 012A,E01004240,0,,0
Tower Hamlets 012B,E01004241,0,,0
Tower Hamlets 012C,E01004242,0,,0
Tower Hamlets 012D,E01004267,0,,0
Tower Hamlets 012E,E01004268,0,,0
Tower Hamlets 013A,E01004205,0,,0
Tower Hamlets 013B,E01004206,0,,0
Tower Hamlets 013C,E01004208,0,,0
Tower Hamlets 013D,E01004211,0,,0
Tower Hamlets 014A,E01004269,0,,0
Tower Hamlets 014B,E01004270,0,,0
Tower Hamlets 014C,E01004271,0,,0
Tower Hamlets 014D,E01004272,0,,0
Tower Hamlets 014E,E01004273,0,,0
Tower Hamlets 015A,E01004306,0,,0
Tower Hamlets 015B,E01004307,0,,10
Tower Hamlets 015C,E01004308,0,,0
Tower Hamlets 015D,E01004309,0,,0
Tower Hamlets 015E,E01004310,0,,0
Tower Hamlets 016A,E01004283,0,,0
Tower Hamlets 016B,E01004287,0,,0
Tower Hamlets 016C,E01004289,0,,0
Tower Hamlets 016D,E01004290,0,,0
Tower Hamlets 017A,E01004322,0,,0
Tower Hamlets 017B,E01004323,0,,0
Tower Hamlets 017C,E01004324,0,,0
Tower Hamlets 017D,E01004326,0,,0
Tower Hamlets 018A,E01004245,0,,0
Tower Hamlets 018B,E01004246,0,,0
Tower Hamlets 018C,E01004248,0,,0
Tower Hamlets 018D,E01004249,0,,0
Tower Hamlets 019A,E01004284,0,,0
Tower Hamlets 019B,E01004285,0,,0
Tower Hamlets 019C,E01004286,0,,0
Tower Hamlets 019D,E01004288,0,,0
Tower Hamlets 020A,E01004243,0,,0
Tower Hamlets 020B,E01004244,0,,0
Tower Hamlets 020C,E01004247,0,,0
Tower Hamlets 020D,E01004250,0,,0
Tower Hamlets 021A,E01004319,0,,0
Tower Hamlets 021C,E01004321,0,,0
Tower Hamlets 021D,E01004325,0,,0
Tower Hamlets 021E,E01032766,0,,0
Tower Hamlets 021F,E01032767,0,,0
Tower Hamlets 022A,E01004298,0,,0
Tower Hamlets 022B,E01004300,0,,0
Tower Hamlets 022C,E01004304,0,,0
Tower Hamlets 022D,E01004305,0,,0
Tower Hamlets 023A,E01004251,0,,0
Tower Hamlets 023B,E01004254,0,,0
Tower Hamlets 023C,E01004255,0,,0
Tower Hamlets 023D,E01004258,0,,0
Tower Hamlets 024A,E01004252,0,,0
Tower Hamlets 024B,E01004253,0,,0
Tower Hamlets 024C,E01004256,0,,0
Tower Hamlets 024D,E01004257,0,,0
Tower Hamlets 025B,E01004301,0,,0
Tower Hamlets 025C,E01004302,0,,0
Tower Hamlets 025D,E01004303,0,,0
Tower Hamlets 025E,E01032768,0,,0
Tower Hamlets 025F,E01032769,0,,0
Tower Hamlets 026A,E01004292,0,,0
Tower Hamlets 026B,E01004294,0,,0
Tower Hamlets 026C,E01004295,0,,0
Tower Hamlets 026D,E01004296,0,,0
Tower Hamlets 027A,E01004291,0,,0
Tower Hamlets 027B,E01004293,0,,0
Tower Hamlets 027C,E01004297,0,,0
Tower Hamlets 028A,E01004215,0,,0
Tower Hamlets 028B,E01004219,0,,0
Tower Hamlets 028D,E01004221,0,,10
Tower Hamlets 028E,E01032776,0,,0
Tower Hamlets 028F,E01032777,0,,0
Tower Hamlets 028G,E01032778,0,,0
Tower Hamlets 028H,E01032779,0,,0
Tower Hamlets 028I,E01032780,0,,0
Tower Hamlets 030A,E01004214,0,,0
Tower Hamlets 030B,E01004216,0,,0
Tower Hamlets 030C,E01004217,0,,0
Tower Hamlets 030D,E01004218,0,,0
Tower Hamlets 031A,E01004274,0,,0
Tower Hamlets 031B,E01004275,0,,0
Tower Hamlets 031C,E01004276,0,,0
Tower Hamlets 031D,E01004281,0,,0
Tower Hamlets 031F,E01032775,0,,0
Tower Hamlets 031G,E01032783,0,,0
Tower Hamlets 032A,E01004280,0,,0
Tower Hamlets 032B,E01032770,0,,0
Tower Hamlets 032C,E01032772,0,,0
Tower Hamlets 032D,E01032773,0,,0
Tower Hamlets 032E,E01032774,0,,0
Tower Hamlets 033A,E01004277,0,,0
Tower Hamlets 033B,E01032771,0,,0
Tower Hamlets 033C,E01032781,0,,0
Tower Hamlets 033D,E01032782,0,,0
Wandsworth 001A,E01004560,0,,0
Wandsworth 001B,E01004566,0,,0
Wandsworth 001C,E01004582,0,,0
Wandsworth 001D,E01004583,0,,0
Wandsworth 002B,E01004562,0,,0
Wandsworth 002C,E01004563,0,,5
Wandsworth 002D,E01004564,5,,0
Wandsworth 002E,E01004567,0,,0
Wandsworth 002F,E01033098,0,,0
Wandsworth 002G,E01033100,0,,0
Wandsworth 002H,E01033132,0,,0
Wandsworth 003A,E01004539,0,,0
Wandsworth 003B,E01004540,0,,0
Wandsworth 003C,E01004577,0,,0
Wandsworth 003D,E01004584,0,,0
Wandsworth 004B,E01004579,0,,0
Wandsworth 004C,E01004580,0,,0
Wandsworth 004D,E01004581,0,,0
Wandsworth 004E,E01033099,0,,0
Wandsworth 004F,E01033101,0,,0
Wandsworth 004G,E01033133,0,,0
Wandsworth 005A,E01004565,0,,0
Wandsworth 005B,E01004590,0,,0
Wandsworth 005C,E01004591,0,,0
Wandsworth 005D,E01004592,0,,0
Wandsworth 006A,E01004604,0,,0
Wandsworth 006B,E01004605,0,,0
Wandsworth 006C,E01004606,0,,0
Wandsworth 006D,E01004607,0,,0
Wandsworth 006E,E01004608,0,,0
Wandsworth 007A,E01004535,0,,0
Wandsworth 007B,E01004537,0,,0
Wandsworth 007C,E01004538,0,,0
Wandsworth 007D,E01004541,0,,0
Wandsworth 008A,E01004534,0,,0
Wandsworth 008B,E01004536,0,,0
Wandsworth 008C,E01004552,0,,0
Wandsworth 008D,E01004585,0,,0
Wandsworth 008E,E01004588,0,,0
Wandsworth 009A,E01004554,0,,0
Wandsworth 009B,E01004556,0,,0
Wandsworth 009C,E01004586,0,,0
Wandsworth 009D,E01004587,0,,0
Wandsworth 009E,E01004589,0,,0
Wandsworth 010A,E01004509,0,,0
Wandsworth 010B,E01004511,0,,125
Wandsworth 010C,E01004602,0,,0
Wandsworth 010E,E01004609,0,,0
Wandsworth 010F,E01033093,0,,0
Wandsworth 010G,E01033135,0,,0
Wandsworth 011A,E01004506,0,,20
Wandsworth 011B,E01004638,0,,0
Wandsworth 011C,E01004639,0,,0
Wandsworth 011D,E01004640,0,,0
Wandsworth 011E,E01004641,0,,0
Wandsworth 012A,E01004508,0,,0
Wandsworth 012B,E01004510,0,,0
Wandsworth 012C,E01004514,0,,0
Wandsworth 012D,E01004515,0,,0
Wandsworth 012E,E01004551,0,,0
Wandsworth 013A,E01004568,0,,0
Wandsworth 013B,E01004574,0,,0
Wandsworth 013C,E01004575,0,,0
Wandsworth 013D,E01004576,0,,0
Wandsworth 014A,E01004500,0,,0
Wandsworth 014B,E01004501,0,,0
Wandsworth 014C,E01004503,0,,0
Wandsworth 014D,E01004505,0,,0
Wandsworth 014E,E01004507,0,,0
Wandsworth 015A,E01004553,0,,0
Wandsworth 015B,E01004557,0,,0
Wandsworth 015C,E01004558,0,,5
Wandsworth 015D,E01004559,0,,0
Wandsworth 015E,E01004619,0,,0
Wandsworth 016A,E01004572,0,,0
Wandsworth 016B,E01004642,0,,0
Wandsworth 016C,E01004643,0,,0
Wandsworth 016D,E01004644,0,,0
Wandsworth 016E,E01004645,0,,0
Wandsworth 017A,E01004477,0,,0
Wandsworth 017B,E01004478,0,,0
Wandsworth 017C,E01004479,0,,0
Wandsworth 017D,E01004550,0,,0
Wandsworth 017E,E01004555,0,,0
Wandsworth 018A,E01004494,0,,0
Wandsworth 018B,E01004513,0,,0
Wandsworth 018C,E01004600,0,,0
Wandsworth 018D,E01004601,0,,0
Wandsworth 019A,E01004493,0,,0
Wandsworth 019B,E01004512,0,,0
Wandsworth 019C,E01004620,0,,0
Wandsworth 019D,E01004621,0,,0
Wandsworth 019E,E01004623,0,,0
Wandsworth 019F,E01004627,0,,0
Wandsworth 020A,E01004499,0,,0
Wandsworth 020B,E01004502,0,,0
Wandsworth 020C,E01004504,0,,0
Wandsworth 020D,E01004594,0,,0
Wandsworth 020E,E01004596,0,,0
Wandsworth 020F,E01004629,0,,0
Wandsworth 021A,E01004472,0,,0
Wandsworth 021B,E01004474,0,,0
Wandsworth 021C,E01004476,0,,0
Wandsworth 021D,E01004542,0,,5
Wandsworth 021E,E01004544,0,,0
Wandsworth 022A,E01004628,0,,0
Wandsworth 022B,E01004630,0,,0
Wandsworth 022C,E01004631,0,,0
Wandsworth 022D,E01004633,0,,0
Wandsworth 023A,E01004569,0,,0
Wandsworth 023B,E01004570,0,,0
Wandsworth 023C,E01004571,0,,0
Wandsworth 023D,E01004573,0,,0
Wandsworth 024A,E01004495,0,,0
Wandsworth 024B,E01004496,0,,0
Wandsworth 024C,E01004497,0,,0
Wandsworth 024D,E01004622,0,,0
Wandsworth 024E,E01004624,0,,0
Wandsworth 025A,E01004593,0,,0
Wandsworth 025B,E01004595,0,,0
Wandsworth 025C,E01004597,0,,0
Wandsworth 025D,E01004598,0,,0
Wandsworth 025E,E01004599,0,,0
Wandsworth 026A,E01004473,0,,0
Wandsworth 026B,E01004475,0,,0
Wandsworth 026C,E01004480,0,,0
Wandsworth 026D,E01004483,0,,0
Wandsworth 026E,E01004484,0,,0
Wandsworth 026F,E01004486,0,,0
Wandsworth 027A,E01004543,0,,5
Wandsworth 027B,E01004545,0,,0
Wandsworth 027C,E01004546,0,,0
Wandsworth 027D,E01004549,0,,0
Wandsworth 027E,E01004625,0,,0
Wandsworth 027F,E01004626,0,,0
Wandsworth 028A,E01004632,0,,0
Wandsworth 028B,E01004634,125,,0
Wandsworth 028C,E01004635,0,,0
Wandsworth 028D,E01004636,0,,0
Wandsworth 028E,E01004637,0,,0
Wandsworth 029A,E01004481,0,,0
Wandsworth 029B,E01004488,0,,0
Wandsworth 029C,E01004547,0,,0
Wandsworth 029D,E01004548,0,,0
Wandsworth 030A,E01004482,0,,0
Wandsworth 030B,E01004485,0,,0
Wandsworth 030C,E01004487,0,,0
Wandsworth 030D,E01004489,0,,0
Wandsworth 031A,E01004490,0,,0
Wandsworth 031B,E01004491,0,,0
Wandsworth 031C,E01004492,0,,0
Wandsworth 031D,E01004498,0,,0
Wandsworth 032A,E01004532,0,,0
Wandsworth 032B,E01004611,0,,0
Wandsworth 032C,E01004612,0,,0
Wandsworth 032D,E01004618,0,,0
Wandsworth 033A,E01004531,0,,0
Wandsworth 033B,E01004533,0,,0
Wandsworth 033C,E01004610,0,,0
Wandsworth 033D,E01004613,0,,0
Wandsworth 034A,E01004614,0,,0
Wandsworth 034B,E01004615,0,,0
Wandsworth 034C,E01004616,0,,0
Wandsworth 034D,E01004617,0,,0
Wandsworth 035A,E01004525,0,,0
Wandsworth 035B,E01004526,0,,0
Wandsworth 035C,E01004527,0,,0
Wandsworth 035D,E01004528,0,,0
Wandsworth 035E,E01004529,0,,0
Wandsworth 035F,E01004530,0,,0
Wandsworth 036A,E01004516,0,,0
Wandsworth 036B,E01004518,0,,0
Wandsworth 036C,E01004519,0,,0
Wandsworth 036D,E01004520,0,,0
Wandsworth 036E,E01004523,0,,0
Wandsworth 037A,E01004517,0,,0
Wandsworth 037B,E01004521,0,,0
Wandsworth 037C,E01004522,0,,0
Wandsworth 037D,E01004524,0,,0
Westminster 001A,E01004647,0,,0
Westminster 001B,E01004649,0,,0
Westminster 001C,E01004724,0,,0
Westminster 001D,E01004730,0,,0
Westminster 002A,E01004646,0,,0
Westminster 002B,E01004648,0,,0
Westminster 002C,E01004650,0,,0
Westminster 002D,E01004710,0,,0
Westminster 002E,E01004711,0,,0
Westminster 003A,E01004651,0,,0
Westminster 003B,E01004725,0,,0
Westminster 003C,E01004726,0,,0
Westminster 003D,E01004728,0,,5
Westminster 003E,E01004729,0,,0
Westminster 004A,E01004718,0,,0
Westminster 004B,E01004719,0,,0
Westminster 004C,E01004720,0,,0
Westminster 004D,E01004721,0,,0
Westminster 004E,E01004722,0,,0
Westminster 005A,E01004674,0,,0
Westminster 005B,E01004675,0,,0
Westminster 005C,E01004677,0,,0
Westminster 005D,E01004678,0,,0
Westminster 005E,E01004679,0,,0
Westminster 005F,E01004723,0,,0
Westminster 006A,E01004676,0,,0
Westminster 006B,E01004706,0,,0
Westminster 006C,E01004707,0,,0
Westminster 006D,E01004708,0,,0
Westminster 006E,E01004756,0,,0
Westminster 007A,E01004701,0,,0
Westminster 007B,E01004703,0,,0
Westminster 007D,E01004705,0,,0
Westminster 007E,E01004709,0,,0
Westminster 007F,E01033600,0,,0
Westminster 007G,E01033608,0,,0
Westminster 008A,E01004659,0,,0
Westminster 008B,E01004660,0,,0
Westminster 008C,E01004712,5,,5
Westminster 008D,E01004727,0,,0
Westminster 009A,E01004670,0,,10
Westminster 009E,E01004702,0,,0
Westminster 009F,E01033598,0,,0
Westminster 009G,E01033601,0,,0
Westminster 009H,E01033602,0,,0
Westminster 009I,E01033603,0,,5
Westminster 009J,E01033604,0,,0
Westminster 009K,E01033605,0,,0
Westminster 010A,E01004754,0,,0
Westminster 010B,E01004755,0,,0
Westminster 010C,E01004757,0,,0
Westminster 010F,E01032512,0,,0
Westminster 010G,E01032513,0,,0
Westminster 011A,E01004713,5,,0
Westminster 011B,E01004714,25,,15
Westminster 011C,E01004716,0,,0
Westminster 011D,E01004717,0,,0
Westminster 011E,E01004762,0,,5
Westminster 012A,E01004657,0,,0
Westminster 012B,E01004658,0,,0
Westminster 012C,E01004661,0,,0
Westminster 012D,E01004662,0,,0
Westminster 012E,E01004663,0,,0
Westminster 013A,E01004715,0,,0
Westminster 013B,E01004763,0,,5
Westminster 013D,E01004765,0,,5
Westminster 013E,E01033595,5,,15
Westminster 013F,E01033596,0,,25
Westminster 014A,E01004653,0,,0
Westminster 014B,E01004654,0,,0
Westminster 014D,E01004656,0,,0
Westminster 014E,E01004760,0,,0
Westminster 014F,E01033606,0,,0
Westminster 014G,E01033607,0,,0
Westminster 015A,E01004680,0,,5
Westminster 015B,E01004683,0,,0
Westminster 015C,E01004684,0,,0
Westminster 015E,E01004686,0,,0
Westminster 015F,E01033593,0,,0
Westminster 015G,E01033594,0,,0
Westminster 016A,E01004681,0,,0
Westminster 016B,E01004682,0,,0
Westminster 016C,E01004694,0,,0
Westminster 016D,E01004697,0,,0
Westminster 016E,E01004700,0,,0
Westminster 017A,E01004652,0,,0
Westminster 017B,E01004693,0,,0
Westminster 017C,E01004695,0,,0
Westminster 017D,E01004696,0,,0
Westminster 017E,E01004698,0,,0
Westminster 017F,E01004699,0,,0
Westminster 018A,E01004734,0,,5
Westminster 018B,E01004735,0,,35
Westminster 018C,E01004736,0,,35
Westminster 018D,E01004761,15,,0
Westminster 019A,E01004687,0,,0
Westminster 019B,E01004688,0,,20
Westminster 019C,E01004689,0,,0
Westminster 019D,E01004690,0,,0
Westminster 019E,E01004691,0,,5
Westminster 019F,E01004692,0,,0
Westminster 020A,E01004731,0,,0
Westminster 020B,E01004732,0,,0
Westminster 020C,E01004733,0,,0
Westminster 020D,E01004744,0,,0
Westminster 020E,E01004748,0,,0
Westminster 021A,E01004740,0,,0
Westminster 021B,E01004743,0,,0
Westminster 021C,E01004745,0,,0
Westminster 021D,E01004746,0,,0
Westminster 021E,E01004747,0,,0
Westminster 022A,E01004742,0,,0
Westminster 022B,E01004749,0,,75
Westminster 022C,E01004751,0,,0
Westminster 022D,E01004752,0,,0
Westminster 022E,E01004753,0,,0
Westminster 023B,E01004666,0,,0
Westminster 023C,E01004667,0,,0
Westminster 023D,E01004668,0,,0
Westminster 023E,E01004750,0,,5
Westminster 023F,E01033597,0,,0
Westminster 023G,E01033599,0,,0
Westminster 024A,E01004665,0,,0
Westminster 024B,E01004669,0,,0
Westminster 024C,E01004737,0,,0
Westminster 024D,E01004738,0,,0
Westminster 024E,E01004739,0,,0
Westminster 024F,E01004741,0,,0
Barking and Dagenham 001A,E01000027,0,,0
Barking and Dagenham 001B,E01000028,0,,0
Barking and Dagenham 001C,E01000029,0,,0
Barking and Dagenham 001D,E01000030,0,,0
Barking and Dagenham 002A,E01000031,0,,0
Barking and Dagenham 002B,E01000032,0,,0
Barking and Dagenham 002C,E01000110,0,,0
Barking and Dagenham 002D,E01000111,0,,0
Barking and Dagenham 002E,E01000112,0,,0
Barking and Dagenham 002F,E01000113,0,,0
Barking and Dagenham 003A,E01000034,0,,0
Barking and Dagenham 003B,E01000037,0,,0
Barking and Dagenham 003C,E01000038,0,,0
Barking and Dagenham 003D,E01000039,0,,0
Barking and Dagenham 004A,E01000063,0,,0
Barking and Dagenham 004B,E01000100,0,,0
Barking and Dagenham 004C,E01000101,0,,0
Barking and Dagenham 004D,E01000109,0,,0
Barking and Dagenham 004E,E01000114,0,,0
Barking and Dagenham 006A,E01000033,0,,0
Barking and Dagenham 006B,E01000060,0,,0
Barking and Dagenham 006C,E01000061,0,,0
Barking and Dagenham 006D,E01000062,0,,0
Barking and Dagenham 006E,E01000064,0,,0
Barking and Dagenham 007A,E01000065,0,,0
Barking and Dagenham 007B,E01000078,0,,0
Barking and Dagenham 007C,E01000080,0,,0
Barking and Dagenham 007D,E01000081,0,,0
Barking and Dagenham 007E,E01000082,0,,0
Barking and Dagenham 007F,E01000083,0,,0
Barking and Dagenham 007G,E01000102,0,,0
Barking and Dagenham 008A,E01000021,0,,0
Barking and Dagenham 008B,E01000022,0,,0
Barking and Dagenham 008C,E01000023,0,,0
Barking and Dagenham 008D,E01000024,0,,0
Barking and Dagenham 008E,E01000025,0,,0
Barking and Dagenham 008F,E01000077,0,,0
Barking and Dagenham 009A,E01000015,0,,0
Barking and Dagenham 009B,E01000016,0,,0
Barking and Dagenham 009C,E01000017,0,,0
Barking and Dagenham 009D,E01000018,0,,0
Barking and Dagenham 009E,E01000079,0,,0
Barking and Dagenham 010A,E01000035,0,,0
Barking and Dagenham 010B,E01000036,0,,0
Barking and Dagenham 010C,E01000107,0,,0
Barking and Dagenham 010D,E01000108,0,,0
Barking and Dagenham 011A,E01000066,0,,0
Barking and Dagenham 011B,E01000067,0,,0
Barking and Dagenham 011C,E01000069,0,,0
Barking and Dagenham 011D,E01000070,0,,0
Barking and Dagenham 011E,E01000071,0,,0
Barking and Dagenham 012A,E01000057,0,,0
Barking and Dagenham 012B,E01000073,0,,0
Barking and Dagenham 012C,E01000074,0,,0
Barking and Dagenham 012D,E01000075,0,,0
Barking and Dagenham 012E,E01000076,0,,0
Barking and Dagenham 013A,E01000013,0,,0
Barking and Dagenham 013B,E01000014,0,,0
Barking and Dagenham 013C,E01000059,0,,0
Barking and Dagenham 013D,E01000084,0,,0
Barking and Dagenham 013E,E01000085,0,,0
Barking and Dagenham 013F,E01000086,0,,0
Barking and Dagenham 014A,E01000103,0,,0
Barking and Dagenham 014B,E01000104,0,,0
Barking and Dagenham 014C,E01000105,0,,0
Barking and Dagenham 014D,E01000106,0,,0
Barking and Dagenham 015A,E01000007,0,,5
Barking and Dagenham 015B,E01000008,0,,15
Barking and Dagenham 015C,E01000010,0,,0
Barking and Dagenham 015D,E01000012,0,,0
Barking and Dagenham 016A,E01000006,0,,0
Barking and Dagenham 016B,E01000009,0,,0
Barking and Dagenham 016C,E01000011,0,,0
Barking and Dagenham 016D,E01000044,0,,0
Barking and Dagenham 016E,E01000068,0,,0
Barking and Dagenham 017A,E01000041,0,,0
Barking and Dagenham 017B,E01000042,0,,0
Barking and Dagenham 017C,E01000045,0,,0
Barking and Dagenham 017D,E01000046,0,,0
Barking and Dagenham 017E,E01000072,0,,0
Barking and Dagenham 018A,E01000054,0,,0
Barking and Dagenham 018B,E01000055,0,,0
Barking and Dagenham 018C,E01000056,0,,0
Barking and Dagenham 018D,E01000058,0,,0
Barking and Dagenham 018E,E01000095,0,,0
Barking and Dagenham 019A,E01000040,0,,0
Barking and Dagenham 019B,E01000043,0,,0
Barking and Dagenham 019C,E01000050,0,,0
Barking and Dagenham 019D,E01000052,0,,0
Barking and Dagenham 019E,E01000092,0,,5
Barking and Dagenham 020A,E01000053,0,,0
Barking and Dagenham 020B,E01000087,0,,0
Barking and Dagenham 020C,E01000088,0,,0
Barking and Dagenham 020D,E01000089,0,,0
Barking and Dagenham 020E,E01000090,0,,0
Barking and Dagenham 021B,E01000048,0,,0
Barking and Dagenham 021C,E01000049,0,,0
Barking and Dagenham 021D,E01000051,0,,0
Barking and Dagenham 021E,E01033587,0,,0
Barking and Dagenham 021F,E01033588,0,,0
Barking and Dagenham 022A,E01000091,0,,0
Barking and Dagenham 022B,E01000093,0,,0
Barking and Dagenham 022C,E01000094,0,,0
Barking and Dagenham 022D,E01000096,0,,0
Barking and Dagenham 023A,E01000019,0,,0
Barking and Dagenham 023B,E01000020,0,,0
Barking and Dagenham 023C,E01000097,0,,0
Barking and Dagenham 023D,E01000098,0,,0
Barking and Dagenham 023E,E01000099,0,,0
Barking and Dagenham 023F,E01032580,0,,0
Barnet 001A,E01000248,0,,0
Barnet 001B,E01000249,0,,0
Barnet 001C,E01000250,0,,0
Barnet 001D,E01000254,0,,0
Barnet 001E,E01000292,0,,0
Barnet 001F,E01000293,0,,0
Barnet 002A,E01000167,0,,0
Barnet 002B,E01000246,0,,0
Barnet 002C,E01000247,0,,0
Barnet 002D,E01000251,0,,0
Barnet 002E,E01000252,0,,0
Barnet 003A,E01000166,0,,0
Barnet 003B,E01000168,0,,0
Barnet 003C,E01000169,0,,0
Barnet 003D,E01000172,0,,0
Barnet 004A,E01000285,0,,0
Barnet 004B,E01000287,0,,0
Barnet 004C,E01000288,0,,0
Barnet 004D,E01000289,0,,0
Barnet 004E,E01000291,0,,0
Barnet 004F,E01000294,0,,0
Barnet 005A,E01000267,0,,0
Barnet 005B,E01000268,0,,0
Barnet 005C,E01000269,0,,0
Barnet 005D,E01000270,0,,0
Barnet 006A,E01000170,0,,0
Barnet 006B,E01000171,0,,0
Barnet 006C,E01000173,0,,0
Barnet 006D,E01000174,0,,0
Barnet 006E,E01000175,0,,0
Barnet 007A,E01000228,0,,0
Barnet 007B,E01000253,0,,0
Barnet 007C,E01000279,0,,0
Barnet 007D,E01000280,0,,0
Barnet 007E,E01000286,0,,0
Barnet 007F,E01000290,0,,0
Barnet 008A,E01000271,0,,0
Barnet 008B,E01000272,0,,0
Barnet 008C,E01000273,0,,0
Barnet 008D,E01000281,0,,0
Barnet 008E,E01000282,0,,0
Barnet 009A,E01000115,0,,0
Barnet 009B,E01000116,0,,0
Barnet 009C,E01000119,0,,0
Barnet 009D,E01000120,0,,0
Barnet 009E,E01000122,0,,0
Barnet 010A,E01000117,0,,0
Barnet 010B,E01000118,0,,0
Barnet 010C,E01000121,0,,0
Barnet 010D,E01000123,0,,0
Barnet 010E,E01000124,0,,0
Barnet 011A,E01000265,0,,0
Barnet 011B,E01000266,0,,0
Barnet 011C,E01000274,0,,0
Barnet 011D,E01000320,0,,0
Barnet 011E,E01000322,0,,0
Barnet 012A,E01000275,0,,0
Barnet 012B,E01000277,0,,0
Barnet 012C,E01000283,0,,0
Barnet 012D,E01000284,0,,0
Barnet 012E,E01000321,0,,15
Barnet 013A,E01000195,0,,0
Barnet 013B,E01000229,0,,0
Barnet 013C,E01000230,0,,0
Barnet 013D,E01000231,0,,0
Barnet 013E,E01000232,0,,0
Barnet 013F,E01000233,0,,0
Barnet 014A,E01000186,0,,0
Barnet 014B,E01000187,0,,0
Barnet 014C,E01000188,0,,0
Barnet 014D,E01000189,0,,0
Barnet 014E,E01000190,0,,0
Barnet 014F,E01000191,0,,0
Barnet 015A,E01000158,0,,0
Barnet 015B,E01000159,0,,0
Barnet 015C,E01000160,0,,25
Barnet 015D,E01000161,0,,0
Barnet 015E,E01000162,0,,0
Barnet 015F,E01000324,0,,0
Barnet 016A,E01000256,0,,0
Barnet 016B,E01000258,0,,0
Barnet 016C,E01000263,0,,0
Barnet 016D,E01000264,0,,0
Barnet 017A,E01000255,0,,0
Barnet 017B,E01000257,0,,0
Barnet 017C,E01000261,0,,0
Barnet 017D,E01000262,0,,5
Barnet 018A,E01000192,0,,5
Barnet 018B,E01000193,0,,0
Barnet 018C,E01000194,0,,0
Barnet 018D,E01000226,0,,0
Barnet 018E,E01000227,0,,0
Barnet 019A,E01000299,0,,15
Barnet 019B,E01000300,0,,0
Barnet 019C,E01000302,100,,0
Barnet 019D,E01000317,0,,0
Barnet 019E,E01000318,0,,0
Barnet 019F,E01000323,0,,0
Barnet 020A,E01000276,0,,0
Barnet 020B,E01000278,0,,0
Barnet 020C,E01000301,0,,0
Barnet 020D,E01000303,0,,0
Barnet 020E,E01000304,0,,0
Barnet 021A,E01000130,0,,0
Barnet 021B,E01000132,0,,0
Barnet 021C,E01000133,0,,0
Barnet 021D,E01000234,0,,0
Barnet 021E,E01000235,0,,0
Barnet 022A,E01000156,0,,0
Barnet 022B,E01000157,0,,0
Barnet 022C,E01000163,0,,0
Barnet 022D,E01000164,0,,0
Barnet 022E,E01000165,0,,0
Barnet 022F,E01000315,0,,0
Barnet 023A,E01000197,0,,0
Barnet 023B,E01000295,0,,0
Barnet 023C,E01000296,0,,15
Barnet 023D,E01000298,0,,0
Barnet 024A,E01000125,0,,0
Barnet 024B,E01000127,0,,0
Barnet 024C,E01000128,0,,0
Barnet 024D,E01000129,0,,0
Barnet 024E,E01000131,0,,0
Barnet 024F,E01000134,0,,0
Barnet 025A,E01000198,0,,0
Barnet 025B,E01000199,0,,0
Barnet 025C,E01000204,0,,0
Barnet 025D,E01000259,0,,0
Barnet 025E,E01000260,0,,0
Barnet 026A,E01000126,0,,0
Barnet 026B,E01000151,0,,0
Barnet 026C,E01000152,0,,0
Barnet 026D,E01000153,0,,0
Barnet 026E,E01000154,0,,0
Barnet 027A,E01000176,0,,0
Barnet 027B,E01000178,0,,0
Barnet 027C,E01000184,0,,0
Barnet 027D,E01000297,0,,0
