2011 super output area - lower layer,mnemonic,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,,"26 : Manufacture of computer, electronic and optical products"
Havering 015D,E01002275,0,,0
Havering 016A,E01002319,0,,0
Havering 016B,E01002350,0,,10
Havering 016C,E01002351,0,,0
Havering 016D,E01002352,0,,0
Havering 016E,E01002358,0,,0
Havering 017A,E01002246,0,,0
Havering 017B,E01002247,0,,0
Havering 017C,E01002248,0,,0
Havering 017D,E01002249,0,,0
Havering 017E,E01002250,0,,0
Havering 017F,E01002251,0,,0
Havering 018A,E01002252,0,,0
Havering 018B,E01002256,0,,0
Havering 018C,E01002258,0,,0
Havering 018D,E01002259,0,,0
Havering 018E,E01002391,0,,0
Havering 019A,E01002253,0,,0
Havering 019B,E01002254,0,,0
Havering 019C,E01002257,0,,0
Havering 019D,E01002384,0,,0
Havering 020A,E01002359,0,,0
Havering 020B,E01002360,0,,0
Havering 020C,E01002361,0,,0
Havering 020D,E01002363,0,,0
Havering 020E,E01002367,0,,0
Havering 021A,E01002320,0,,0
Havering 021B,E01002321,0,,0
Havering 021C,E01002322,0,,0
Havering 021D,E01002323,0,,0
Havering 021E,E01002324,0,,0
Havering 022A,E01002255,0,,0
Havering 022B,E01002289,0,,0
Havering 022C,E01002292,0,,0
Havering 022D,E01002362,0,,0
Havering 022E,E01002386,0,,0
Havering 023A,E01002287,0,,0
Havering 023B,E01002291,0,,0
Havering 023C,E01002364,0,,0
Havering 023D,E01002365,0,,0
Havering 023E,E01002366,0,,0
Havering 024A,E01002385,0,,0
Havering 024B,E01002387,0,,0
Havering 024C,E01002388,0,,0
Havering 024D,E01002389,0,,0
Havering 024E,E01002390,0,,0
Havering 025A,E01002265,0,,0
Havering 025B,E01002285,0,,0
Havering 025C,E01002286,0,,0
Havering 025D,E01002288,0,,0
Havering 025E,E01002290,0,,0
Havering 026A,E01002260,0,,5
Havering 026B,E01002261,0,,0
Havering 026C,E01002262,0,,0
Havering 026D,E01002263,0,,0
Havering 026E,E01002264,0,,0
Havering 027A,E01002266,0,,0
Havering 027B,E01002267,0,,0
Havering 027C,E01002372,0,,0
Havering 027D,E01002373,0,,0
Havering 027E,E01002374,0,,0
Havering 028A,E01002368,0,,0
Havering 028B,E01002369,0,,0
Havering 028C,E01002370,0,,0
Havering 028D,E01002371,0,,0
Havering 028E,E01002375,0,,0
Havering 029A,E01002343,0,,0
Havering 029B,E01002344,0,,0
Havering 029C,E01002348,0,,0
Havering 029D,E01002349,0,,0
Havering 030A,E01002342,0,,0
Havering 030B,E01002345,0,,0
Havering 030C,E01002346,0,,0
Havering 030D,E01002347,0,,0
Hillingdon 001A,E01002473,0,,0
Hillingdon 001B,E01002475,20,,0
Hillingdon 001C,E01002476,0,,0
Hillingdon 001D,E01002477,0,,0
Hillingdon 001E,E01002482,0,,0
Hillingdon 002A,E01002472,0,,0
Hillingdon 002B,E01002474,0,,0
Hillingdon 002C,E01002478,0,,0
Hillingdon 002D,E01002483,0,,0
Hillingdon 002E,E01002484,0,,0
Hillingdon 002F,E01002485,0,,0
Hillingdon 003A,E01002438,0,,0
Hillingdon 003B,E01002439,0,,0
Hillingdon 003C,E01002440,0,,0
Hillingdon 003D,E01002441,0,,0
Hillingdon 003E,E01002442,0,,0
Hillingdon 004A,E01002433,0,,0
Hillingdon 004B,E01002436,0,,0
Hillingdon 004C,E01002479,0,,0
Hillingdon 004D,E01002480,0,,0
Hillingdon 004E,E01002481,0,,0
Hillingdon 005A,E01002533,0,,0
Hillingdon 005B,E01002534,0,,0
Hillingdon 005C,E01002538,0,,0
Hillingdon 005D,E01002539,0,,5
Hillingdon 006A,E01002418,0,,0
Hillingdon 006B,E01002419,0,,0
Hillingdon 006C,E01002431,0,,0
Hillingdon 006D,E01002432,0,,0
Hillingdon 006E,E01002437,0,,0
Hillingdon 007A,E01002430,0,,0
Hillingdon 007B,E01002434,0,,0
Hillingdon 007C,E01002435,0,,0
Hillingdon 007D,E01002470,0,,0
Hillingdon 007E,E01002535,5,,0
Hillingdon 008A,E01002416,0,,0
Hillingdon 008B,E01002417,0,,0
Hillingdon 008C,E01002420,0,,0
Hillingdon 008D,E01002421,0,,0
Hillingdon 008E,E01002471,0,,0
Hillingdon 009A,E01002465,0,,0
Hillingdon 009B,E01002467,0,,0
Hillingdon 009C,E01002494,0,,0
Hillingdon 009D,E01002536,0,,0
Hillingdon 009E,E01002537,0,,0
Hillingdon 010A,E01002415,0,,0
Hillingdon 010B,E01002466,0,,0
Hillingdon 010C,E01002468,0,,0
Hillingdon 010D,E01002469,0,,0
Hillingdon 010E,E01002495,0,,0
Hillingdon 011A,E01002458,0,,0
Hillingdon 011B,E01002459,0,,0
Hillingdon 011C,E01002460,0,,0
Hillingdon 011D,E01002462,0,,0
Hillingdon 011E,E01002464,0,,0
Hillingdon 013A,E01002461,0,,0
Hillingdon 013B,E01002463,0,,0
Hillingdon 013C,E01002512,0,,0
Hillingdon 013D,E01002513,0,,0
Hillingdon 013E,E01002516,0,,0
Hillingdon 014A,E01002450,0,,0
Hillingdon 014B,E01002451,0,,0
Hillingdon 014C,E01002452,0,,0
Hillingdon 014D,E01002453,0,,0
Hillingdon 014E,E01002454,0,,0
Hillingdon 015A,E01002414,0,,0
Hillingdon 015C,E01002514,0,,10
Hillingdon 015D,E01002515,0,,0
Hillingdon 015F,E01033725,0,,40
Hillingdon 016B,E01002520,0,,75
Hillingdon 016C,E01002521,0,,5
Hillingdon 016D,E01002523,0,,0
Hillingdon 016F,E01033724,0,,0
Hillingdon 017A,E01002410,0,,0
Hillingdon 017B,E01002412,0,,0
Hillingdon 017C,E01002456,0,,0
Hillingdon 017D,E01002509,0,,0
Hillingdon 017E,E01002511,0,,0
Hillingdon 018A,E01002422,0,,0
Hillingdon 018B,E01002423,0,,0
Hillingdon 018C,E01002424,0,,0
Hillingdon 018D,E01002425,0,,0
Hillingdon 018E,E01002427,0,,0
Hillingdon 018F,E01002428,0,,0
Hillingdon 019A,E01002408,0,,0
Hillingdon 019B,E01002409,0,,0
Hillingdon 019C,E01002429,0,,0
Hillingdon 019D,E01002455,0,,0
Hillingdon 019E,E01002457,0,,0
Hillingdon 020A,E01002392,0,,0
Hillingdon 020B,E01002393,0,,0
Hillingdon 020C,E01002540,0,,0
Hillingdon 020D,E01002542,0,,0
Hillingdon 020E,E01002543,0,,0
Hillingdon 021A,E01002394,0,,0
Hillingdon 021B,E01002395,0,,0
Hillingdon 021C,E01002397,0,,0
Hillingdon 021D,E01002398,0,,0
Hillingdon 021E,E01002399,0,,0
Hillingdon 021F,E01002426,0,,0
Hillingdon 022A,E01002411,0,,0
Hillingdon 022B,E01002413,0,,0
Hillingdon 022C,E01002518,0,,0
Hillingdon 022D,E01002519,0,,0
Hillingdon 022E,E01002550,0,,0
Hillingdon 022F,E01002554,0,,0
Hillingdon 023A,E01002541,0,,0
Hillingdon 023B,E01002544,0,,0
Hillingdon 023C,E01002545,0,,0
Hillingdon 023D,E01002546,0,,0
Hillingdon 023E,E01002547,0,,0
Hillingdon 024A,E01002400,0,,0
Hillingdon 024B,E01002401,0,,0
Hillingdon 024C,E01002402,0,,0
Hillingdon 024D,E01002403,0,,0
Hillingdon 024E,E01002404,0,,0
Hillingdon 025A,E01002548,0,,75
Hillingdon 025B,E01002549,0,,0
Hillingdon 025C,E01002551,0,,0
Hillingdon 025D,E01002552,0,,0
Hillingdon 025E,E01002553,0,,0
Hillingdon 026A,E01002396,0,,0
Hillingdon 026B,E01002501,0,,0
Hillingdon 026C,E01002502,0,,0
Hillingdon 026D,E01002505,0,,0
Hillingdon 026E,E01002508,0,,0
Hillingdon 027A,E01002405,0,,0
Hillingdon 027B,E01002406,0,,350
Hillingdon 027C,E01002503,0,,0
Hillingdon 027D,E01002504,0,,0
Hillingdon 027E,E01002506,0,,10
Hillingdon 027F,E01002507,10,,0
Hillingdon 028A,E01002486,0,,0
Hillingdon 028B,E01002487,0,,0
Hillingdon 028C,E01002526,0,,0
Hillingdon 028D,E01002528,0,,0
Hillingdon 028E,E01002532,0,,0
Hillingdon 029A,E01002445,0,,0
Hillingdon 029B,E01002525,0,,0
Hillingdon 029C,E01002529,0,,0
Hillingdon 029D,E01002530,0,,0
Hillingdon 029E,E01002531,0,,0
Hillingdon 030A,E01002407,0,,0
Hillingdon 030B,E01002488,0,,0
Hillingdon 030C,E01002489,0,,0
Hillingdon 030D,E01002490,0,,0
Hillingdon 030E,E01002492,0,,0
Hillingdon 031A,E01002444,0,,20
Hillingdon 031B,E01002446,0,,0
Hillingdon 031C,E01002447,0,,5
Hillingdon 031D,E01002527,0,,0
Hillingdon 032A,E01002443,0,,0
Hillingdon 032B,E01002448,0,,0
Hillingdon 032C,E01002449,0,,0
Hillingdon 032D,E01002491,0,,0
Hillingdon 032E,E01002493,0,,0
Hillingdon 033A,E01002496,50,,0
Hillingdon 033B,E01002497,0,,0
Hillingdon 033C,E01002498,0,,0
Hillingdon 033D,E01002499,0,,0
Hillingdon 033E,E01032577,0,,0
Hounslow 001A,E01002569,0,,0
Hounslow 001B,E01002570,0,,0
Hounslow 001C,E01002573,0,,0
Hounslow 001D,E01002574,0,,0
Hounslow 001E,E01002575,0,,0
Hounslow 003A,E01002562,0,,0
Hounslow 003B,E01002564,0,,0
Hounslow 003C,E01002566,0,,0
Hounslow 003D,E01002568,0,,0
Hounslow 003F,E01033081,0,,0
Hounslow 003G,E01033082,0,,0
Hounslow 004A,E01002620,0,,0
Hounslow 004B,E01002625,0,,0
Hounslow 004C,E01002626,0,,0
Hounslow 004D,E01002627,0,,0
Hounslow 004E,E01002631,0,,0
Hounslow 005A,E01002633,0,,0
Hounslow 005B,E01002634,0,,0
Hounslow 005C,E01002637,0,,0
Hounslow 005D,E01002638,0,,0
Hounslow 006A,E01002563,0,,0
Hounslow 006B,E01002565,0,,0
Hounslow 006C,E01002567,0,,0
Hounslow 006D,E01002684,0,,0
Hounslow 006E,E01002686,0,,0
Hounslow 007A,E01002571,0,,0
Hounslow 007B,E01002572,0,,0
Hounslow 007C,E01002577,0,,0
Hounslow 007D,E01002578,0,,0
Hounslow 007E,E01002689,0,,0
Hounslow 007F,E01002690,0,,0
Hounslow 008A,E01002576,0,,0
Hounslow 008B,E01002579,0,,0
Hounslow 008C,E01002580,0,,0
Hounslow 008D,E01002581,0,,0
Hounslow 008E,E01002582,0,,0
Hounslow 009A,E01002675,0,,0
Hounslow 009B,E01002678,0,,0
Hounslow 009C,E01002679,0,,0
Hounslow 009D,E01002680,0,,0
Hounslow 010A,E01002619,0,,0
Hounslow 010B,E01002622,0,,0
Hounslow 010C,E01002632,0,,0
Hounslow 010D,E01002635,0,,0
Hounslow 010E,E01002636,0,,0
Hounslow 011A,E01002618,0,,0
Hounslow 011B,E01002621,0,,0
Hounslow 011C,E01002623,0,,0
Hounslow 011D,E01002628,0,,0
Hounslow 011E,E01002629,0,,0
Hounslow 012A,E01002630,0,,0
Hounslow 012B,E01002639,0,,0
Hounslow 012C,E01002640,0,,0
Hounslow 012D,E01002674,0,,0
Hounslow 012E,E01002676,0,,0
Hounslow 013A,E01002583,0,,0
Hounslow 013B,E01002584,0,,0
Hounslow 013C,E01002585,0,,5
Hounslow 013D,E01002586,0,,0
Hounslow 013E,E01002589,0,,20
Hounslow 014A,E01002668,0,,0
Hounslow 014B,E01002669,0,,0
Hounslow 014C,E01002681,0,,0
Hounslow 014D,E01002682,0,,0
Hounslow 014E,E01002683,0,,0
Hounslow 015A,E01002642,0,,5
Hounslow 015B,E01002643,0,,0
Hounslow 015C,E01002645,0,,0
Hounslow 015D,E01002658,0,,0
Hounslow 015E,E01002677,0,,15
Hounslow 016A,E01002587,0,,0
Hounslow 016B,E01002588,0,,0
Hounslow 016C,E01002660,0,,0
Hounslow 016D,E01002661,0,,0
Hounslow 016E,E01002665,0,,0
Hounslow 017A,E01002624,0,,0
Hounslow 017B,E01002646,0,,0
Hounslow 017C,E01002662,0,,0
Hounslow 017D,E01002663,0,,0
Hounslow 017E,E01002664,0,,0
Hounslow 018A,E01002641,0,,0
Hounslow 018C,E01002648,0,,0
Hounslow 018D,E01002649,0,,0
Hounslow 018E,E01002657,0,,0
Hounslow 018F,E01033083,0,,0
Hounslow 018G,E01033084,0,,0
Hounslow 019A,E01002653,0,,0
Hounslow 019B,E01002654,0,,0
Hounslow 019C,E01002655,0,,0
Hounslow 019D,E01002656,0,,0
Hounslow 019E,E01002659,0,,0
Hounslow 020A,E01002667,0,,0
Hounslow 020B,E01002670,0,,0
Hounslow 020C,E01002671,0,,0
Hounslow 020D,E01002672,0,,0
Hounslow 020E,E01002673,0,,0
Hounslow 021A,E01002647,0,,0
Hounslow 021B,E01002650,0,,0
Hounslow 021C,E01002651,0,,0
Hounslow 021D,E01002652,0,,5
Hounslow 021E,E01002666,0,,0
Hounslow 022A,E01002555,0,,0
Hounslow 022B,E01002556,0,,0
Hounslow 022C,E01002590,0,,0
Hounslow 022D,E01002592,0,,0
Hounslow 022E,E01002595,0,,0
Hounslow 023A,E01002557,0,,0
Hounslow 023B,E01002558,0,,0
Hounslow 023C,E01002559,0,,0
Hounslow 023D,E01002560,0,,0
Hounslow 023E,E01002561,0,,0
Hounslow 024A,E01002591,0,,0
Hounslow 024B,E01002593,0,,0
Hounslow 024C,E01002594,0,,0
Hounslow 024D,E01002611,0,,0
Hounslow 024E,E01002612,0,,0
Hounslow 024F,E01002613,0,,0
Hounslow 025B,E01002598,0,,0
Hounslow 025C,E01002599,0,,0
Hounslow 025D,E01002600,0,,0
Hounslow 025E,E01002603,0,,0
Hounslow 025F,E01033000,0,,0
Hounslow 025G,E01033030,0,,0
Hounslow 026A,E01002604,0,,0
Hounslow 026B,E01002605,0,,0
Hounslow 026C,E01002606,0,,0
Hounslow 026D,E01002607,0,,0
Hounslow 026E,E01002615,0,,0
Hounslow 027A,E01002596,0,,0
Hounslow 027B,E01002601,0,,0
Hounslow 027C,E01002602,0,,0
Hounslow 027D,E01002614,0,,75
Hounslow 027E,E01002616,0,,0
Hounslow 028A,E01002608,0,,0
Hounslow 028B,E01002609,0,,0
Hounslow 028C,E01002610,0,,0
Hounslow 028D,E01002617,0,,0
Hounslow 029A,E01002687,0,,0
Hounslow 029B,E01002691,0,,175
Hounslow 029C,E01002692,0,,0
Hounslow 029D,E01002693,0,,5
Hounslow 029E,E01032573,0,,0
Kingston upon Thames 001A,E01003006,0,,0
Kingston upon Thames 001B,E01003007,0,,5
Kingston upon Thames 001C,E01003008,0,,0
Kingston upon Thames 001D,E01003009,0,,0
Kingston upon Thames 001E,E01003010,0,,0
Kingston upon Thames 002A,E01002952,0,,0
Kingston upon Thames 002B,E01002953,0,,0
Kingston upon Thames 002C,E01002955,0,,0
Kingston upon Thames 002D,E01002956,0,,0
Kingston upon Thames 002E,E01002959,0,,0
Kingston upon Thames 003A,E01002935,0,,35
Kingston upon Thames 003B,E01002938,0,,0
Kingston upon Thames 003C,E01002951,0,,0
Kingston upon Thames 003D,E01002954,0,,0
Kingston upon Thames 003E,E01002957,0,,0
Kingston upon Thames 004A,E01002933,0,,0
Kingston upon Thames 004B,E01002934,0,,0
Kingston upon Thames 004D,E01002937,0,,0
Kingston upon Thames 004E,E01003011,0,,0
Kingston upon Thames 004F,E01033568,0,,0
Kingston upon Thames 004G,E01033569,0,,0
Kingston upon Thames 005A,E01002964,0,,5
Kingston upon Thames 005B,E01002969,0,,0
Kingston upon Thames 005C,E01002971,0,,0
Kingston upon Thames 005D,E01002972,0,,0
Kingston upon Thames 005E,E01002974,0,,0
Kingston upon Thames 006A,E01002932,0,,0
Kingston upon Thames 006B,E01002960,0,,0
Kingston upon Thames 006C,E01002962,0,,0
Kingston upon Thames 006D,E01002970,0,,0
Kingston upon Thames 006E,E01002973,0,,0
Kingston upon Thames 007A,E01002929,0,,0
Kingston upon Thames 007B,E01002930,0,,0
Kingston upon Thames 007C,E01002931,0,,0
Kingston upon Thames 007D,E01002963,0,,0
Kingston upon Thames 007E,E01002985,0,,225
Kingston upon Thames 008A,E01002927,0,,0
Kingston upon Thames 008B,E01002928,0,,0
Kingston upon Thames 008C,E01002958,0,,0
Kingston upon Thames 008D,E01002961,0,,0
Kingston upon Thames 008E,E01002986,0,,0
Kingston upon Thames 009A,E01002965,0,,0
Kingston upon Thames 009B,E01002967,0,,0
Kingston upon Thames 009C,E01002968,0,,0
Kingston upon Thames 009D,E01002990,0,,0
Kingston upon Thames 009E,E01002991,0,,0
Kingston upon Thames 010A,E01002922,0,,0
Kingston upon Thames 010B,E01002926,0,,0
Kingston upon Thames 010C,E01002966,0,,0
Kingston upon Thames 010D,E01002992,0,,0
Kingston upon Thames 011A,E01002921,0,,0
Kingston upon Thames 011B,E01002987,0,,0
Kingston upon Thames 011C,E01002988,0,,0
Kingston upon Thames 011D,E01002989,0,,0
Kingston upon Thames 012A,E01002975,0,,0
Kingston upon Thames 012B,E01002977,0,,0
Kingston upon Thames 012C,E01002980,0,,0
Kingston upon Thames 012D,E01002981,0,,0
Kingston upon Thames 012E,E01002984,0,,0
Kingston upon Thames 013A,E01002923,0,,0
Kingston upon Thames 013B,E01002925,0,,0
Kingston upon Thames 013C,E01002993,0,,0
Kingston upon Thames 013D,E01002995,0,,0
Kingston upon Thames 013E,E01002999,0,,0
Kingston upon Thames 014A,E01002915,0,,0
Kingston upon Thames 014B,E01002916,0,,0
Kingston upon Thames 014C,E01002917,0,,0
Kingston upon Thames 014D,E01002920,0,,0
Kingston upon Thames 014E,E01002924,0,,0
Kingston upon Thames 015A,E01002976,0,,0
Kingston upon Thames 015B,E01002978,0,,5
Kingston upon Thames 015C,E01002979,0,,0
Kingston upon Thames 015D,E01002982,0,,0
Kingston upon Thames 015E,E01002983,0,,0
Kingston upon Thames 016A,E01002994,0,,0
Kingston upon Thames 016B,E01002996,0,,0
Kingston upon Thames 016C,E01002997,0,,0
Kingston upon Thames 016D,E01002998,0,,0
Kingston upon Thames 016E,E01003002,0,,0
Kingston upon Thames 017A,E01002918,0,,0
Kingston upon Thames 017B,E01002919,0,,0
Kingston upon Thames 017C,E01003000,0,,10
Kingston upon Thames 017D,E01003001,0,,0
Kingston upon Thames 017E,E01003003,0,,5
Kingston upon Thames 018A,E01002939,0,,0
Kingston upon Thames 018B,E01002941,0,,0
Kingston upon Thames 018C,E01002942,0,,0
Kingston upon Thames 018D,E01003004,0,,0
Kingston upon Thames 018E,E01003005,0,,10
Kingston upon Thames 019A,E01002944,0,,0
Kingston upon Thames 019B,E01002945,0,,0
Kingston upon Thames 019C,E01002946,0,,0
Kingston upon Thames 019D,E01002947,0,,0
Kingston upon Thames 020A,E01002940,0,,0
Kingston upon Thames 020B,E01002943,0,,0
Kingston upon Thames 020C,E01002948,0,,10
Kingston upon Thames 020D,E01002949,0,,0
Kingston upon Thames 020E,E01002950,0,,0
Merton 001A,E01003472,0,,0
Merton 001B,E01003473,0,,0
Merton 001C,E01003474,0,,0
Merton 001D,E01003475,0,,0
Merton 001E,E01003478,0,,0
Merton 002A,E01003460,0,,0
Merton 002B,E01003462,0,,0
Merton 002C,E01003464,0,,0
Merton 002D,E01003465,0,,0
Merton 003A,E01003400,0,,0
Merton 003B,E01003454,0,,0
Merton 003C,E01003456,0,,0
Merton 003D,E01003476,0,,0
Merton 003E,E01003477,0,,0
Merton 004A,E01003401,0,,0
Merton 004B,E01003402,10,,0
Merton 004C,E01003403,75,,0
Merton 004D,E01003404,0,,0
Merton 004E,E01003461,0,,0
Merton 005A,E01003367,0,,0
Merton 005B,E01003369,0,,0
Merton 005C,E01003370,0,,0
Merton 005D,E01003371,0,,0
Merton 005E,E01003455,0,,5
Merton 006A,E01003359,0,,0
Merton 006B,E01003360,0,,0
Merton 006C,E01003457,0,,0
Merton 006D,E01003458,0,,0
Merton 006E,E01003459,0,,0
Merton 007A,E01003394,0,,5
Merton 007B,E01003395,0,,0
Merton 007C,E01003396,0,,0
Merton 007D,E01003397,0,,0
Merton 007E,E01003398,0,,0
Merton 008A,E01003368,0,,0
Merton 008B,E01003372,0,,0
Merton 008C,E01003393,0,,0
Merton 008D,E01003406,0,,0
Merton 008E,E01003407,0,,0
Merton 009A,E01003355,0,,0
Merton 009B,E01003356,0,,5
Merton 009C,E01003358,0,,0
Merton 009D,E01003383,0,,0
Merton 009E,E01003384,0,,0
Merton 010A,E01003442,0,,0
Merton 010B,E01003443,0,,0
Merton 010C,E01003444,0,,0
Merton 010D,E01003445,5,,0
Merton 010E,E01003463,0,,0
Merton 011A,E01003380,0,,0
Merton 011B,E01003382,0,,0
Merton 011C,E01003385,0,,0
Merton 011D,E01003399,0,,0
Merton 011E,E01003423,0,,0
Merton 012A,E01003357,0,,20
Merton 012B,E01003376,0,,0
Merton 012C,E01003377,0,,0
Merton 012D,E01003408,0,,0
Merton 012E,E01003410,0,,0
Merton 013A,E01003386,0,,0
Merton 013B,E01003388,0,,0
Merton 013C,E01003389,0,,0
Merton 013D,E01003392,0,,0
Merton 013E,E01003409,0,,0
Merton 014A,E01003387,0,,0
Merton 014B,E01003391,0,,0
Merton 014C,E01003411,0,,0
Merton 014D,E01003412,0,,0
Merton 014E,E01003435,0,,0
Merton 015A,E01003361,0,,0
Merton 015B,E01003424,0,,0
Merton 015C,E01003425,0,,0
Merton 015D,E01003426,0,,5
Merton 015E,E01003428,0,,0
Merton 016A,E01003366,0,,0
Merton 016B,E01003381,0,,5
Merton 016C,E01003446,0,,0
Merton 016D,E01003447,0,,0
Merton 016E,E01003471,0,,0
Merton 017A,E01003413,0,,0
Merton 017B,E01003414,0,,0
Merton 017C,E01003415,0,,0
Merton 017D,E01003416,0,,0
Merton 017E,E01003434,0,,0
Merton 018A,E01003373,0,,0
Merton 018B,E01003378,0,,0
Merton 018C,E01003379,0,,0
Merton 018D,E01003390,0,,0
Merton 018E,E01003405,0,,0
Merton 019A,E01003429,0,,0
Merton 019B,E01003430,0,,0
Merton 019C,E01003431,0,,0
Merton 019D,E01003432,0,,0
Merton 019E,E01003433,0,,0
Merton 020A,E01003466,0,,0
Merton 020B,E01003467,0,,0
Merton 020C,E01003468,0,,0
Merton 020D,E01003469,0,,0
Merton 020E,E01003470,0,,0
Merton 021A,E01003362,0,,0
Merton 021B,E01003363,0,,0
Merton 021C,E01003364,0,,0
Merton 021D,E01003365,0,,0
Merton 021E,E01003421,0,,0
Merton 022A,E01003374,0,,0
Merton 022B,E01003375,0,,0
Merton 022C,E01003437,0,,0
Merton 022D,E01003440,0,,0
Merton 022E,E01003441,0,,0
Merton 023A,E01003427,0,,0
Merton 023B,E01003436,0,,0
Merton 023C,E01003439,0,,0
Merton 023D,E01003448,0,,0
Merton 023E,E01003453,0,,0
Merton 024A,E01003438,0,,0
Merton 024B,E01003449,0,,0
Merton 024C,E01003450,0,,0
Merton 024D,E01003451,0,,0
Merton 024E,E01003452,0,,0
Merton 025A,E01003417,0,,0
Merton 025B,E01003418,0,,0
Merton 025C,E01003419,0,,0
Merton 025D,E01003420,0,,0
Merton 025E,E01003422,0,,0
Redbridge 001A,E01003744,0,,0
Redbridge 001B,E01003745,0,,0
Redbridge 001C,E01003746,0,,0
Redbridge 001D,E01003747,0,,0
Redbridge 001E,E01003748,0,,0
Redbridge 001F,E01003749,0,,0
Redbridge 001G,E01003750,0,,0
Redbridge 002A,E01003720,0,,0
Redbridge 002B,E01003722,0,,0
Redbridge 002C,E01003723,0,,0
Redbridge 002D,E01003726,0,,200
Redbridge 003A,E01003721,0,,0
Redbridge 003B,E01003724,0,,0
Redbridge 003C,E01003725,0,,0
Redbridge 003D,E01003727,0,,0
Redbridge 004A,E01003654,0,,0
Redbridge 004B,E01003655,0,,0
Redbridge 004C,E01003658,0,,0
Redbridge 004D,E01003660,0,,0
Redbridge 005A,E01003656,0,,0
Redbridge 005B,E01003657,0,,0
Redbridge 005C,E01003659,0,,0
Redbridge 006A,E01003698,0,,0
Redbridge 006B,E01003699,0,,0
Redbridge 006C,E01003700,0,,0
Redbridge 006D,E01003701,0,,0
Redbridge 006E,E01003702,0,,0
Redbridge 006F,E01003703,0,,0
Redbridge 006G,E01003704,0,,0
Redbridge 007A,E01003668,0,,0
Redbridge 007B,E01003669,0,,0
Redbridge 007C,E01003670,0,,0
Redbridge 007D,E01003671,0,,0
Redbridge 007E,E01003672,0,,0
Redbridge 007F,E01003673,0,,0
Redbridge 007G,E01003674,0,,0
Redbridge 008A,E01003707,0,,0
Redbridge 008B,E01003708,0,,0
Redbridge 008C,E01003709,0,,0
Redbridge 008D,E01003710,0,,0
Redbridge 009A,E01003759,0,,0
Redbridge 009B,E01003760,0,,0
Redbridge 009C,E01003761,0,,0
Redbridge 009D,E01003762,0,,0
Redbridge 009E,E01003763,0,,0
Redbridge 009F,E01003764,0,,0
Redbridge 009G,E01003765,0,,0
Redbridge 010A,E01003705,0,,0
Redbridge 010B,E01003706,0,,0
Redbridge 010C,E01003711,0,,0
Redbridge 010D,E01003712,0,,0
Redbridge 012A,E01003646,0,,0
Redbridge 012B,E01003648,0,,0
Redbridge 012C,E01003649,0,,0
Redbridge 012D,E01003651,0,,0
Redbridge 013A,E01003639,0,,0
Redbridge 013B,E01003640,0,,0
Redbridge 013C,E01003641,0,,0
Redbridge 013D,E01003642,0,,0
Redbridge 014A,E01003774,0,,0
Redbridge 014B,E01003775,0,,0
Redbridge 014C,E01003776,0,,0
Redbridge 014D,E01003777,0,,0
Redbridge 014E,E01003778,0,,0
Redbridge 014F,E01003779,0,,0
Redbridge 014G,E01003780,0,,0
Redbridge 015A,E01003647,0,,0
Redbridge 015B,E01003650,0,,0
Redbridge 015C,E01003652,0,,0
Redbridge 015D,E01003653,0,,0
Redbridge 017A,E01003638,0,,0
Redbridge 017B,E01003643,0,,0
Redbridge 017C,E01003644,0,,0
Redbridge 017D,E01003645,0,,0
Redbridge 018A,E01003789,0,,0
Redbridge 018B,E01003794,0,,0
Redbridge 018C,E01003795,0,,0
Redbridge 018D,E01003796,0,,0
Redbridge 019A,E01003661,0,,0
Redbridge 019B,E01003662,0,,0
Redbridge 019C,E01003663,0,,0
Redbridge 019D,E01003664,0,,0
Redbridge 019E,E01003665,0,,0
Redbridge 019F,E01003666,0,,0
Redbridge 019H,E01033590,0,,0
Redbridge 019I,E01033592,0,,0
Redbridge 020A,E01003751,0,,0
Redbridge 020B,E01003753,0,,0
Redbridge 020C,E01003754,0,,0
Redbridge 020D,E01003757,0,,0
Redbridge 022A,E01003769,0,,0
Redbridge 022B,E01003770,0,,0
Redbridge 022C,E01003771,0,,0
Redbridge 022D,E01003773,0,,0
Redbridge 023A,E01003752,0,,0
Redbridge 023B,E01003755,0,,0
Redbridge 023C,E01003756,0,,0
Redbridge 023D,E01003758,0,,0
Redbridge 024A,E01003766,0,,0
Redbridge 024B,E01003767,0,,0
Redbridge 024C,E01003768,0,,0
Redbridge 024D,E01003772,0,,0
Redbridge 026A,E01003781,0,,0
Redbridge 026B,E01003782,0,,0
Redbridge 026C,E01003786,0,,0
Redbridge 026D,E01003787,0,,0
Redbridge 027A,E01003790,0,,0
Redbridge 027B,E01003791,0,,0
Redbridge 027C,E01003792,0,,0
Redbridge 027D,E01003793,0,,0
Redbridge 029A,E01003783,0,,0
Redbridge 029B,E01003784,0,,0
Redbridge 029C,E01003785,0,,0
Redbridge 029D,E01003788,0,,0
Redbridge 030A,E01003683,0,,0
Redbridge 030B,E01003684,0,,0
Redbridge 030C,E01003685,0,,0
Redbridge 030D,E01003686,0,,0
Redbridge 030F,E01003688,0,,0
Redbridge 030G,E01003689,0,,0
Redbridge 030H,E01033589,0,,0
Redbridge 030I,E01033591,0,,0
Redbridge 031A,E01003737,0,,0
Redbridge 031B,E01003738,0,,0
Redbridge 031C,E01003739,0,,0
